Rainfall,Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow
0.0,6.4,10.8,39.0,26.0,1009.7,0.0,29.4,False,False
0.0,5.8,10.7,35.0,42.0,1008.8,3.0,29.7,False,False
0.0,5.6,9.6,37.0,55.0,1009.6,7.0,29.3,False,False
0.0,4.0,7.7,30.0,49.0,1009.8,5.0,28.9,False,False
0.0,4.0,10.6,41.0,56.0,1009.8,1.0,29.1,False,False
0.0,5.8,10.9,33.0,24.0,1011.8,3.0,30.4,False,False
0.0,7.2,11.1,35.0,16.0,1012.0,1.0,29.1,False,False
0.0,10.4,11.1,48.0,18.0,1011.3,1.0,28.6,False,False
0.0,6.2,9.5,33.0,37.0,1012.5,1.0,29.3,False,False
0.0,5.4,10.9,39.0,40.0,1011.7,0.0,30.1,False,False
0.0,6.0,10.1,35.0,55.0,1012.7,2.0,29.6,False,False
0.0,4.8,10.5,26.0,53.0,1011.5,5.0,29.6,False,False
0.0,6.0,9.7,31.0,57.0,1010.4,1.0,29.0,False,False
0.0,4.2,10.2,33.0,56.0,1010.2,1.0,29.0,False,False
0.0,5.6,11.0,50.0,33.0,1011.3,1.0,32.6,False,False
0.0,7.6,10.1,41.0,41.0,1011.9,5.0,30.4,False,False
0.0,7.0,10.9,43.0,55.0,1010.6,2.0,28.8,False,False
0.0,6.4,8.8,44.0,19.0,1011.1,6.0,32.9,False,False
0.0,5.0,10.7,44.0,13.0,1012.4,1.0,32.1,False,False
0.0,7.8,11.1,41.0,14.0,1013.6,2.0,30.1,False,False
0.0,9.4,10.9,48.0,19.0,1012.4,3.0,30.1,False,False
0.0,7.8,10.5,48.0,20.0,1011.8,2.0,29.2,False,False
0.0,8.6,10.9,52.0,21.0,1011.0,0.0,30.3,False,False
0.0,7.6,10.9,37.0,26.0,1011.7,2.0,30.4,False,False
0.0,5.8,10.6,41.0,25.0,1012.4,4.0,31.2,False,False
0.0,6.2,11.1,35.0,31.0,1011.2,1.0,30.5,False,False
0.0,5.8,10.6,35.0,45.0,1011.0,0.0,29.3,False,False
0.0,6.2,10.9,39.0,29.0,1010.3,0.0,30.3,False,False
0.0,6.8,11.1,33.0,41.0,1010.8,1.0,29.5,False,False
0.0,6.2,10.9,35.0,41.0,1010.6,1.0,29.8,False,False
0.0,5.6,11.1,35.0,46.0,1010.4,0.0,29.9,False,False
0.0,5.8,11.0,33.0,34.0,1010.9,0.0,29.9,False,False
0.0,7.4,10.9,35.0,53.0,1011.1,1.0,28.8,False,False
0.0,6.6,8.8,43.0,64.0,1012.0,6.0,26.9,False,False
0.0,4.0,10.9,33.0,40.0,1010.8,1.0,31.2,False,False
0.0,5.6,10.1,43.0,42.0,1011.1,3.0,31.5,False,False
0.0,4.8,10.3,33.0,53.0,1011.2,2.0,30.0,False,False
0.0,6.4,10.8,43.0,44.0,1010.8,1.0,30.2,False,False
0.0,6.8,11.0,41.0,27.0,1011.5,1.0,32.6,False,False
0.0,6.8,10.8,56.0,25.0,1012.1,1.0,32.8,False,False
0.0,9.0,11.1,52.0,21.0,1012.5,0.0,32.0,False,False
0.0,8.4,11.0,48.0,38.0,1011.9,1.0,31.2,False,False
0.0,7.6,11.0,43.0,34.0,1010.5,1.0,31.7,False,False
0.0,6.8,10.9,44.0,33.0,1010.3,2.0,32.3,False,False
0.0,6.4,10.7,35.0,40.0,1010.4,3.0,30.4,False,False
0.0,6.4,10.0,37.0,43.0,1010.0,7.0,30.6,False,False
0.0,6.4,11.1,37.0,53.0,1010.1,3.0,29.3,False,False
0.0,6.0,10.7,33.0,53.0,1009.8,1.0,30.6,False,False
0.0,6.2,10.6,39.0,45.0,1010.0,3.0,31.7,False,False
0.0,7.2,10.3,33.0,46.0,1009.0,3.0,32.4,False,False
0.0,7.0,10.9,31.0,58.0,1010.3,2.0,30.2,False,False
0.0,7.0,10.2,31.0,50.0,1010.2,1.0,30.9,False,False
0.0,6.8,11.1,33.0,50.0,1011.0,2.0,31.1,False,False
0.0,7.0,10.5,39.0,52.0,1009.2,7.0,31.9,False,False
0.0,7.6,11.1,37.0,58.0,1010.0,2.0,30.4,False,False
0.0,6.4,10.7,41.0,48.0,1009.1,2.0,30.7,False,False
0.0,7.8,10.4,39.0,39.0,1009.3,1.0,33.1,False,False
0.0,8.0,9.9,35.0,55.0,1010.3,1.0,31.5,False,False
0.0,6.2,10.4,35.0,54.0,1009.3,1.0,31.5,False,False
0.0,7.6,9.8,46.0,60.0,1009.5,1.0,31.3,False,True
10.2,6.8,10.4,35.0,56.0,1009.0,1.0,31.9,True,False
0.0,6.2,8.9,37.0,56.0,1010.2,6.0,31.3,False,True
9.2,7.4,10.5,24.0,50.0,1010.4,2.0,31.0,True,False
0.0,6.8,6.7,39.0,35.0,1010.6,5.0,32.7,False,False
0.0,7.0,10.6,37.0,25.0,1012.1,1.0,33.1,False,False
0.0,8.8,10.6,39.0,57.0,1012.6,1.0,31.5,False,False
0.0,6.0,9.2,35.0,60.0,1010.6,1.0,31.0,False,False
0.0,7.0,10.6,43.0,47.0,1008.3,1.0,32.0,False,False
0.0,7.0,10.1,37.0,57.0,1009.5,1.0,30.5,False,False
0.0,7.8,9.8,41.0,51.0,1010.3,2.0,30.7,False,False
0.0,7.8,10.7,41.0,48.0,1011.0,6.0,31.3,False,False
0.0,7.6,10.9,37.0,52.0,1009.8,4.0,31.4,False,False
0.0,7.0,10.2,35.0,50.0,1009.8,2.0,31.8,False,False
0.0,7.8,8.2,41.0,51.0,1008.4,4.0,32.1,False,False
0.0,7.8,7.6,44.0,54.0,1008.2,3.0,32.4,False,False
0.0,7.8,10.7,41.0,58.0,1007.7,1.0,31.6,False,False
0.0,7.8,8.3,48.0,45.0,1008.2,3.0,32.9,False,False
0.0,8.0,10.1,37.0,43.0,1007.6,1.0,33.4,False,False
0.0,8.0,10.2,33.0,55.0,1006.7,1.0,32.1,False,True
15.0,9.2,10.1,41.0,45.0,1007.0,4.0,32.9,True,False
0.0,6.8,9.7,35.0,49.0,1007.2,1.0,32.5,False,False
0.0,7.0,9.9,33.0,44.0,1006.2,1.0,32.4,False,False
0.0,7.6,10.4,46.0,41.0,1007.7,0.0,32.8,False,False
0.0,10.0,6.5,33.0,53.0,1008.0,1.0,32.8,False,True
13.0,7.4,9.4,43.0,63.0,1009.0,3.0,31.6,True,False
0.0,5.2,10.1,39.0,62.0,1008.9,2.0,32.0,False,False
0.0,7.0,10.4,41.0,56.0,1009.6,1.0,32.4,False,True
18.2,8.6,9.0,33.0,58.0,1010.0,1.0,31.4,True,False
0.0,6.2,10.8,37.0,45.0,1008.6,0.0,32.8,False,False
0.0,7.0,10.8,44.0,46.0,1008.3,1.0,32.9,False,False
0.0,7.6,10.8,33.0,40.0,1008.7,0.0,32.9,False,False
0.0,8.0,11.0,41.0,44.0,1009.6,2.0,32.4,False,False
0.0,8.0,10.5,37.0,41.0,1011.1,6.0,32.6,False,False
0.0,9.0,10.5,41.0,57.0,1011.7,4.0,31.6,False,False
0.0,7.0,10.2,35.0,47.0,1010.4,4.0,32.4,False,False
0.0,7.2,5.1,41.0,48.0,1009.4,1.0,31.7,False,False
0.8,7.4,8.2,41.0,48.0,1008.6,2.0,33.2,False,False
0.4,7.4,11.3,37.0,36.0,1009.6,2.0,34.0,False,False
0.0,8.4,10.7,37.0,50.0,1009.3,5.0,32.9,False,False
0.0,8.0,11.1,46.0,37.0,1009.0,1.0,34.1,False,False
0.0,9.8,11.5,48.0,6.0,1009.8,1.0,37.4,False,False
0.0,10.8,11.1,35.0,41.0,1010.7,6.0,32.7,False,False
0.0,8.0,8.7,46.0,39.0,1010.6,6.0,33.6,False,False
0.0,9.4,10.7,48.0,39.0,1011.0,5.0,33.4,False,False
0.0,9.2,10.4,46.0,44.0,1010.6,2.0,31.9,False,False
0.0,9.2,11.2,39.0,42.0,1008.9,1.0,33.1,False,False
0.0,9.0,11.3,35.0,46.0,1008.4,3.0,33.2,False,False
0.0,8.6,11.4,37.0,42.0,1008.9,3.0,32.9,False,False
0.0,8.4,11.4,37.0,45.0,1007.3,1.0,32.6,False,False
0.0,9.6,11.3,46.0,53.0,1007.7,3.0,32.9,False,False
0.8,8.4,8.3,35.0,28.0,1008.5,1.0,34.7,False,False
0.0,8.4,11.2,35.0,24.0,1008.2,2.0,34.9,False,False
0.0,9.2,7.9,33.0,52.0,1008.8,5.0,32.5,False,False
0.2,4.8,10.4,50.0,45.0,1007.8,3.0,33.4,False,False
0.0,8.4,11.3,48.0,40.0,1009.1,1.0,33.9,False,False
0.0,9.4,11.2,37.0,50.0,1010.1,5.0,33.1,False,True
14.8,8.8,7.6,33.0,79.0,1009.6,6.0,29.0,True,True
7.4,5.4,2.5,28.0,58.0,1009.5,7.0,31.0,True,False
0.0,5.2,10.5,33.0,47.0,1007.2,3.0,32.5,False,False
0.0,7.0,11.0,37.0,53.0,1006.8,1.0,32.5,False,False
0.0,7.2,11.1,41.0,43.0,1007.5,2.0,33.9,False,False
0.0,7.0,11.3,41.0,38.0,1007.2,4.0,34.5,False,True
21.8,8.6,9.8,48.0,47.0,1005.5,7.0,32.9,True,True
7.2,8.0,5.5,52.0,54.0,1004.9,6.0,33.5,True,True
21.0,6.0,9.9,50.0,44.0,1006.3,1.0,33.9,True,True
23.4,7.4,4.5,54.0,96.0,1008.7,8.0,24.4,True,True
8.6,3.4,7.7,35.0,64.0,1007.2,7.0,32.2,True,False
0.0,6.0,10.5,39.0,55.0,1005.4,1.0,32.3,False,True
7.2,6.0,8.1,37.0,62.0,1004.9,2.0,32.4,True,False
0.0,7.2,9.1,48.0,66.0,1005.4,5.0,31.0,False,True
9.0,7.0,10.5,41.0,73.0,1008.1,6.0,29.8,True,False
0.4,5.6,11.8,35.0,52.0,1005.1,1.0,33.1,False,False
0.0,8.0,8.7,35.0,51.0,1006.4,7.0,33.6,False,False
0.0,7.8,10.1,35.0,44.0,1006.9,8.0,33.1,False,False
0.0,6.8,8.5,31.0,56.0,1005.6,8.0,32.8,False,False
0.0,8.4,9.6,35.0,47.0,1005.9,7.0,33.7,False,False
0.6,7.4,9.0,33.0,51.0,1006.4,5.0,33.5,False,False
0.2,7.4,3.1,39.0,62.0,1007.6,7.0,28.7,False,False
0.0,6.4,10.0,33.0,52.0,1006.6,6.0,33.1,False,False
0.2,6.8,7.1,46.0,58.0,1007.3,4.0,32.3,False,True
8.6,5.8,3.7,35.0,59.0,1008.3,4.0,32.3,True,False
0.0,5.0,6.7,50.0,59.0,1007.6,6.0,32.0,False,False
0.6,4.8,7.5,39.0,57.0,1005.9,5.0,33.9,False,False
0.0,5.8,5.8,39.0,62.0,1007.4,7.0,33.4,False,False
0.0,5.8,7.6,67.0,54.0,1006.8,7.0,34.8,False,True
17.0,9.4,4.6,56.0,60.0,1008.0,7.0,31.9,True,False
0.8,3.2,11.8,37.0,60.0,1006.9,6.0,33.5,False,False
0.0,8.4,8.6,35.0,74.0,1007.9,7.0,31.2,False,False
1.0,5.4,9.9,28.0,47.0,1008.1,2.0,33.8,False,False
0.4,7.6,9.6,54.0,52.0,1007.3,4.0,33.5,False,False
0.0,6.6,9.0,50.0,56.0,1006.6,6.0,34.5,False,False
0.0,7.8,11.2,39.0,56.0,1005.9,3.0,34.2,False,False
0.8,9.0,8.7,44.0,55.0,1004.6,7.0,33.7,False,False
0.0,8.2,1.1,44.0,65.0,1004.5,8.0,31.7,False,True
22.0,7.4,2.9,39.0,73.0,1004.4,7.0,30.4,True,True
141.2,7.4,0.0,94.0,96.0,1004.3,8.0,25.3,True,True
162.2,7.4,0.0,46.0,85.0,1006.1,8.0,27.3,True,True
31.8,2.8,0.1,35.0,85.0,1006.7,8.0,27.5,True,True
13.0,4.4,4.3,43.0,87.0,1007.3,7.0,27.5,True,True
4.2,4.2,4.7,43.0,75.0,1008.0,7.0,29.3,True,True
1.6,5.2,5.6,52.0,60.0,1008.6,7.0,31.8,True,True
1.4,4.8,4.0,35.0,69.0,1009.2,7.0,30.0,True,False
0.4,3.2,5.7,33.0,71.0,1009.4,7.0,29.8,False,True
21.8,5.2,7.2,31.0,61.0,1008.1,7.0,32.3,True,False
0.6,4.4,8.2,33.0,52.0,1007.8,6.0,32.7,False,True
2.2,7.4,3.5,52.0,56.0,1008.5,7.0,33.5,True,True
10.2,5.6,5.3,35.0,75.0,1008.5,7.0,29.5,True,False
0.0,4.6,10.0,35.0,59.0,1006.7,5.0,32.7,False,False
0.0,8.0,8.1,37.0,61.0,1004.3,7.0,32.6,False,True
1.4,6.2,4.7,37.0,62.0,1004.6,5.0,32.4,True,False
0.0,5.0,5.5,28.0,66.0,1004.8,6.0,31.7,False,False
0.0,5.2,7.3,33.0,84.0,1004.4,7.0,29.3,False,True
12.6,4.2,3.9,35.0,78.0,1004.9,7.0,27.6,True,True
5.0,3.2,7.5,35.0,64.0,1003.7,8.0,30.4,True,True
5.6,6.0,6.5,43.0,65.0,1003.1,7.0,31.7,True,False
0.4,4.6,5.7,35.0,74.0,1003.0,8.0,30.2,False,True
62.2,10.2,3.6,50.0,78.0,1004.2,7.0,29.0,True,True
45.0,7.4,1.9,56.0,70.0,1001.4,7.0,30.4,True,True
56.8,2.0,1.9,76.0,87.0,999.4,8.0,27.2,True,True
51.8,8.4,0.0,70.0,90.0,1001.9,8.0,27.0,True,True
38.8,5.8,0.1,52.0,76.0,1003.5,7.0,30.2,True,True
19.4,6.4,0.2,39.0,79.0,1003.8,7.0,28.5,True,True
23.8,6.4,5.4,41.0,66.0,1003.7,8.0,31.8,True,True
2.4,4.6,3.7,50.0,63.0,1003.8,7.0,32.6,True,True
22.6,5.4,3.9,35.0,75.0,1004.0,7.0,30.2,True,True
5.4,5.2,2.3,30.0,78.0,1003.3,7.0,28.5,True,True
11.6,1.4,1.1,37.0,90.0,1003.8,8.0,27.6,True,True
91.4,10.2,0.2,39.0,77.0,1005.5,8.0,28.6,True,True
25.6,0.4,5.0,41.0,65.0,1007.2,7.0,31.6,True,True
1.4,5.8,6.3,56.0,80.0,1005.5,7.0,27.3,True,True
22.0,3.0,8.0,67.0,67.0,1004.5,6.0,32.5,True,True
17.6,5.8,4.4,56.0,80.0,1004.9,8.0,26.6,True,True
20.8,6.4,9.9,56.0,67.0,1006.2,6.0,31.6,True,False
0.0,5.2,10.9,35.0,62.0,1007.9,4.0,31.4,False,False
0.0,9.2,6.3,44.0,65.0,1007.4,7.0,31.4,False,True
22.2,7.0,6.0,41.0,76.0,1007.4,7.0,29.4,True,True
16.0,5.2,4.0,50.0,69.0,1007.8,7.0,29.7,True,True
14.4,5.2,9.9,43.0,60.0,1007.1,7.0,32.0,True,False
0.0,7.4,3.6,43.0,68.0,1006.0,7.0,31.0,False,False
0.0,6.2,4.8,48.0,63.0,1004.9,7.0,31.8,False,False
0.0,6.2,6.4,46.0,62.0,1004.6,7.0,32.5,False,False
0.0,5.4,8.2,50.0,63.0,1003.4,7.0,32.3,False,True
27.6,12.4,0.0,78.0,78.0,1002.4,8.0,28.1,True,True
15.2,2.6,4.7,57.0,71.0,1003.7,8.0,31.0,True,True
13.2,6.8,3.6,59.0,71.0,1004.8,7.0,29.0,True,True
2.6,3.6,9.4,52.0,71.0,1005.0,7.0,31.3,True,True
5.2,8.0,6.4,41.0,67.0,1004.1,7.0,32.2,True,True
6.4,4.2,11.1,43.0,72.0,1004.6,6.0,31.4,True,True
9.0,8.2,11.3,41.0,62.0,1005.9,3.0,31.8,True,False
0.0,7.8,11.7,44.0,57.0,1007.9,4.0,32.7,False,False
0.0,9.2,10.1,50.0,65.0,1008.1,3.0,32.3,False,True
38.0,9.0,7.3,54.0,64.0,1008.0,2.0,32.3,True,False
0.0,4.6,9.5,37.0,67.0,1008.6,6.0,32.5,False,False
0.0,6.4,7.4,35.0,59.0,1007.7,5.0,31.7,False,False
1.0,5.8,11.1,39.0,63.0,1008.8,6.0,32.6,False,False
0.0,7.4,11.9,37.0,62.0,1009.0,5.0,32.2,False,False
0.0,8.0,11.1,31.0,61.0,1008.4,4.0,32.6,False,False
0.0,8.4,11.9,39.0,60.0,1007.7,3.0,32.4,False,False
0.0,8.4,2.3,52.0,77.0,1006.7,7.0,29.1,False,True
10.0,4.4,11.1,50.0,62.0,1005.6,7.0,32.8,True,False
0.0,7.6,9.4,37.0,65.0,1005.9,7.0,31.5,False,False
0.0,6.4,10.6,33.0,63.0,1006.6,7.0,32.1,False,False
0.0,6.8,5.3,33.0,63.0,1006.9,5.0,32.7,False,True
5.0,5.6,9.7,41.0,65.0,1006.4,5.0,33.8,True,True
3.4,6.2,10.9,41.0,63.0,1006.5,3.0,33.0,True,False
0.0,7.6,6.3,35.0,66.0,1005.1,6.0,32.9,False,True
1.4,3.2,8.0,33.0,62.0,1005.6,6.0,33.1,True,True
46.2,10.2,1.6,37.0,78.0,1007.5,8.0,28.7,True,True
4.0,3.4,4.3,57.0,73.0,1005.2,7.0,29.4,True,True
1.4,3.6,5.7,39.0,67.0,1003.8,7.0,30.9,True,True
1.2,5.6,2.4,67.0,75.0,1004.1,8.0,30.6,True,True
136.4,5.6,0.0,61.0,98.0,1002.6,8.0,24.0,True,True
131.4,5.6,0.0,126.0,94.0,1004.0,8.0,26.5,True,True
28.8,6.4,0.2,74.0,83.0,1005.5,8.0,27.9,True,True
25.0,4.6,1.9,59.0,75.0,1005.9,7.0,30.6,True,True
14.4,4.6,0.1,33.0,88.0,1006.6,7.0,26.9,True,True
3.8,2.8,11.2,33.0,65.0,1005.9,5.0,32.4,True,False
0.0,5.2,10.5,31.0,63.0,1008.0,7.0,31.9,False,False
0.0,6.4,9.9,30.0,59.0,1008.3,5.0,32.7,False,False
0.0,6.6,10.7,31.0,61.0,1009.3,7.0,32.6,False,False
0.2,6.2,8.7,44.0,63.0,1008.0,6.0,32.5,False,False
0.0,8.0,9.5,33.0,63.0,1008.4,7.0,33.1,False,False
0.0,7.2,8.2,50.0,50.0,1009.9,3.0,33.5,False,True
5.8,5.8,10.6,26.0,56.0,1010.5,3.0,32.8,True,False
0.0,6.2,9.8,30.0,59.0,1010.9,5.0,32.2,False,False
0.0,6.6,11.0,30.0,34.0,1011.2,5.0,35.3,False,False
0.0,6.8,7.7,43.0,57.0,1009.6,7.0,32.3,False,True
7.6,6.6,4.8,30.0,64.0,1007.8,7.0,30.7,True,False
0.4,4.8,9.6,33.0,49.0,1008.1,5.0,32.5,False,False
0.0,6.8,7.6,33.0,61.0,1007.6,5.0,32.2,False,False
0.0,5.6,8.3,31.0,72.0,1008.9,7.0,30.6,False,True
3.8,4.4,10.3,41.0,38.0,1008.4,7.0,34.0,True,False
0.0,7.0,7.1,57.0,74.0,1007.6,7.0,29.2,False,True
9.0,6.2,4.0,30.0,59.0,1007.4,7.0,31.9,True,False
0.0,4.0,7.8,30.0,74.0,1006.6,7.0,29.4,False,True
2.2,5.0,8.8,35.0,60.0,1006.2,5.0,32.2,True,False
0.0,5.8,9.2,52.0,84.0,1004.9,6.0,27.9,False,True
19.2,5.6,8.1,43.0,65.0,1006.0,7.0,31.6,True,True
10.8,3.8,10.3,57.0,56.0,1005.5,7.0,32.8,True,True
12.4,6.6,9.2,39.0,45.0,1005.2,7.0,33.5,True,False
0.0,6.8,10.1,59.0,52.0,1004.9,7.0,33.2,False,True
23.6,8.6,9.2,31.0,57.0,1004.5,7.0,33.4,True,False
0.0,5.2,7.9,48.0,67.0,1004.8,7.0,32.5,False,True
19.0,8.2,6.5,57.0,65.0,1004.5,7.0,31.9,True,True
41.2,7.8,8.7,39.0,52.0,1004.4,5.0,32.5,True,False
0.0,6.4,10.6,39.0,44.0,1005.1,7.0,32.5,False,False
0.0,6.4,5.3,48.0,80.0,1006.5,7.0,26.8,False,True
2.8,2.0,6.7,54.0,65.0,1006.2,7.0,30.5,True,True
1.8,5.4,6.4,44.0,68.0,1005.7,7.0,29.1,True,False
0.0,7.0,8.4,35.0,57.0,1004.7,6.0,30.8,False,True
68.2,7.0,2.5,26.0,73.0,1006.7,7.0,29.8,True,False
0.8,2.6,3.5,31.0,71.0,1007.8,7.0,30.9,False,True
23.4,5.6,4.8,39.0,67.0,1008.3,7.0,31.7,True,True
11.6,2.0,9.1,31.0,56.0,1006.9,6.0,31.9,True,False
0.2,6.8,6.6,30.0,62.0,1006.5,7.0,31.7,False,True
1.8,3.4,4.0,26.0,76.0,1006.7,6.0,30.5,True,True
3.2,1.8,8.4,48.0,63.0,1006.5,7.0,31.7,True,True
1.8,5.8,6.8,46.0,68.0,1008.9,7.0,30.7,True,False
0.2,4.8,8.6,31.0,74.0,1008.3,7.0,29.3,False,True
4.4,5.0,2.0,33.0,69.0,1008.6,7.0,29.7,True,False
0.0,3.0,10.5,35.0,60.0,1007.4,6.0,31.7,False,False
0.0,6.0,1.5,35.0,73.0,1008.3,7.0,29.6,False,True
3.6,4.0,9.4,46.0,61.0,1007.8,7.0,30.4,True,True
2.0,4.4,8.9,39.0,53.0,1006.6,7.0,31.7,True,False
0.0,5.0,6.3,37.0,47.0,1006.3,7.0,31.8,False,False
0.0,5.4,9.6,26.0,58.0,1007.5,7.0,31.7,False,False
0.0,4.8,11.1,26.0,48.0,1008.7,6.0,32.8,False,False
0.0,6.0,10.0,24.0,57.0,1008.5,4.0,33.0,False,False
0.0,4.8,11.1,31.0,64.0,1008.4,3.0,31.1,False,False
0.2,5.2,7.1,35.0,69.0,1008.6,7.0,29.5,False,True
6.4,4.8,10.5,35.0,71.0,1011.2,6.0,27.5,True,False
0.0,5.4,11.2,37.0,41.0,1010.8,5.0,32.9,False,False
0.0,6.2,2.4,37.0,73.0,1012.1,7.0,28.4,False,True
4.0,1.4,8.3,43.0,55.0,1011.8,7.0,31.9,True,False
0.2,8.2,7.4,48.0,40.0,1012.5,7.0,32.7,False,False
0.0,6.6,11.4,41.0,42.0,1011.1,5.0,33.0,False,False
0.0,6.0,11.0,41.0,49.0,1009.8,3.0,33.0,False,False
0.0,7.2,8.0,48.0,55.0,1008.6,7.0,32.2,False,False
0.0,8.0,9.6,48.0,51.0,1008.3,7.0,32.4,False,False
0.0,6.6,11.2,59.0,43.0,1007.7,4.0,33.3,False,False
0.0,7.8,11.3,57.0,30.0,1008.8,5.0,33.6,False,False
0.0,9.6,8.9,48.0,39.0,1007.8,7.0,31.6,False,False
0.0,7.6,7.8,52.0,43.0,1007.3,5.0,30.4,False,False
0.0,6.4,10.5,43.0,43.0,1006.1,4.0,31.3,False,False
0.0,5.8,7.0,28.0,52.0,1007.3,7.0,29.7,False,False
0.0,5.4,10.1,37.0,45.0,1007.3,4.0,31.5,False,False
0.0,6.8,4.5,35.0,45.0,1008.7,7.0,30.8,False,False
0.0,4.2,9.9,44.0,36.0,1007.2,3.0,32.3,False,False
0.0,7.6,7.4,44.0,52.0,1006.8,4.0,31.5,False,False
0.0,4.4,9.3,39.0,47.0,1006.2,6.0,32.9,False,False
0.0,7.2,4.2,39.0,56.0,1007.6,7.0,31.3,False,True
1.4,4.4,0.8,37.0,60.0,1009.0,7.0,30.2,True,False
0.0,3.2,1.8,30.0,91.0,1009.4,7.0,26.4,False,True
5.8,3.0,10.0,35.0,55.0,1009.1,5.0,31.2,True,True
1.6,5.6,2.5,30.0,70.0,1009.5,7.0,29.9,True,True
2.4,2.8,3.8,37.0,91.0,1009.3,7.0,26.4,True,True
5.2,1.6,6.6,31.0,63.0,1007.7,6.0,31.7,True,True
3.6,5.6,9.7,28.0,72.0,1008.6,6.0,30.2,True,False
0.2,3.2,10.9,33.0,63.0,1008.5,5.0,32.1,False,False
0.0,5.6,10.3,28.0,65.0,1009.1,6.0,30.3,False,False
0.0,4.8,8.2,30.0,72.0,1008.6,3.0,30.1,False,True
21.0,4.0,6.7,37.0,67.0,1009.9,6.0,29.5,True,False
0.6,4.2,7.8,35.0,87.0,1010.8,6.0,27.7,False,True
24.4,5.8,7.1,28.0,71.0,1010.4,7.0,30.1,True,False
0.0,2.8,7.5,39.0,56.0,1010.7,7.0,30.9,False,False
0.0,6.4,11.2,39.0,46.0,1011.0,2.0,29.8,False,False
0.0,6.6,11.0,31.0,46.0,1010.7,5.0,29.5,False,False
0.0,5.2,10.6,35.0,26.0,1011.6,0.0,30.9,False,False
0.0,7.6,10.7,39.0,25.0,1013.2,1.0,29.5,False,False
0.0,8.6,9.3,37.0,22.0,1012.8,5.0,27.6,False,False
0.0,5.8,11.2,41.0,22.0,1010.7,1.0,28.0,False,False
0.0,5.4,10.8,41.0,29.0,1010.8,7.0,27.9,False,False
0.0,6.0,10.8,37.0,42.0,1011.8,5.0,28.7,False,False
0.0,6.0,11.1,35.0,40.0,1010.9,3.0,29.6,False,False
0.0,4.4,10.9,39.0,42.0,1010.7,3.0,30.5,False,False
0.0,6.6,11.0,48.0,39.0,1011.4,1.0,29.6,False,False
0.0,9.2,11.0,43.0,37.0,1012.1,1.0,29.1,False,False
0.0,5.8,11.0,39.0,39.0,1011.5,4.0,30.3,False,False
0.0,6.6,10.5,39.0,33.0,1013.2,5.0,29.1,False,False
0.0,6.8,10.4,39.0,39.0,1013.0,3.0,29.5,False,False
0.0,5.0,11.0,44.0,36.0,1011.2,1.0,29.8,False,False
0.0,6.4,11.1,39.0,39.0,1012.0,3.0,29.8,False,False
0.0,5.4,10.6,39.0,39.0,1011.6,1.0,30.7,False,False
0.0,7.0,10.9,35.0,28.0,1011.7,0.0,31.8,False,False
0.0,6.2,11.0,46.0,35.0,1011.7,2.0,30.2,False,False
0.0,7.8,10.0,48.0,26.0,1012.3,0.0,29.6,False,False
0.0,8.8,10.9,44.0,40.0,1012.9,5.0,29.7,False,False
0.0,7.6,11.0,56.0,25.0,1012.3,7.0,30.9,False,False
0.0,7.4,8.4,41.0,41.0,1011.4,5.0,32.1,False,False
0.0,5.0,10.7,52.0,40.0,1009.8,4.0,32.4,False,False
0.0,7.6,10.6,41.0,48.0,1009.9,3.0,30.3,False,False
0.0,6.4,11.1,43.0,33.0,1010.5,2.0,32.2,False,False
0.0,7.4,9.6,50.0,34.0,1010.4,3.0,31.5,False,False
0.0,8.0,8.9,43.0,34.0,1009.9,6.0,32.0,False,False
0.0,6.0,10.8,43.0,38.0,1010.4,6.0,31.9,False,False
0.0,7.0,7.8,41.0,43.0,1010.4,7.0,30.7,False,False
0.0,6.4,8.1,48.0,35.0,1010.1,5.0,31.9,False,False
0.0,7.8,10.0,44.0,27.0,1011.9,3.0,31.1,False,False
0.0,10.2,9.8,44.0,36.0,1011.7,0.0,31.6,False,False
0.0,7.0,10.3,48.0,42.0,1010.3,4.0,32.0,False,False
0.0,7.0,1.1,35.0,63.0,1009.5,7.0,29.1,False,False
0.2,2.6,6.4,48.0,54.0,1010.0,7.0,30.6,False,False
0.0,8.2,10.8,56.0,46.0,1010.9,5.0,31.2,False,False
0.0,5.4,10.2,41.0,45.0,1010.8,7.0,31.0,False,False
0.0,7.0,10.8,43.0,40.0,1011.3,4.0,31.6,False,False
0.0,5.2,10.8,37.0,39.0,1011.7,2.0,31.7,False,False
0.0,7.2,11.1,39.0,30.0,1011.8,1.0,32.4,False,False
0.0,5.8,10.8,39.0,36.0,1010.5,4.0,31.2,False,False
0.0,7.0,9.3,37.0,51.0,1010.4,4.0,29.4,False,False
0.0,5.2,11.0,54.0,32.0,1009.8,1.0,32.6,False,False
0.0,8.0,7.9,54.0,38.0,1010.5,4.0,30.6,False,False
0.0,10.6,11.2,52.0,35.0,1011.1,2.0,30.5,False,False
0.0,7.8,10.7,50.0,33.0,1010.9,1.0,31.2,False,False
0.0,7.2,11.1,39.0,36.0,1011.2,1.0,31.8,False,False
0.0,6.4,11.1,39.0,30.0,1010.4,1.0,32.0,False,False
0.0,6.0,10.1,48.0,34.0,1011.1,7.0,31.1,False,False
